#1.3																												
494	28	0	3																									
id	10uM HG-6-64-01 (A-375)	10uM Torin1 (HeLa)	10uM Torin2 (HeLa)	10uM XMD11-50 (HeLa)	10uM XMD11-50 (PC-3)	10uM XMD11-85h (HeLa)	10uM XMD11-85h (PC-3)	10uM XMD16-144 (HeLa)	10uM XMD16-144 (PC-3)	10uM JWE-035 (HeLa)	10uM JWE-035 (PC-3)	10uM XMD8-85 (HeLa)	10uM XMD8-85 (PC-3)	10uM XMD8-92 (HeLa)	10uM XMD8-92 (PC-3)	10uM XMD-12 (HeLa)	10uM XMD-12 (PC-3)	0.05uM NVP-BHG712 (PC-3)	0.5uM NVP-BHG712 (PC-3)	5uM NVP-BHG712 (PC-3)	10uM CH5424802 (HeLa)	10uM NPK76-II-72-1 (HeLa)	10uM NPK76-II-72-1 (PC-3)	1uM QL-X-138 (BCWM.1)	1uM Ibrutinib (Ramos (RA 1))	1uM BX795 (NGP)	1uM OTSSP167 (MDA-MB-468)	1uM DCC-2036 (Ramos (RA 1))
Cell Line	A-375	HeLa	HeLa	HeLa	PC-3	HeLa	PC-3	HeLa	PC-3	HeLa	PC-3	HeLa	PC-3	HeLa	PC-3	HeLa	PC-3	PC-3	PC-3	PC-3	HeLa	HeLa	PC-3	BCWM.1	Ramos (RA 1)	NGP	MDA-MB-468	Ramos (RA 1)
Small Molecule	HG-6-64-01	Torin1	Torin2	XMD11-50	XMD11-50	XMD11-85h	XMD11-85h	XMD16-144	XMD16-144	JWE-035	JWE-035	XMD8-85	XMD8-85	XMD8-92	XMD8-92	XMD-12	XMD-12	NVP-BHG712	NVP-BHG712	NVP-BHG712	CH5424802	NPK76-II-72-1	NPK76-II-72-1	QL-X-138	Ibrutinib	BX795	OTSSP167	DCC-2036
Concentration	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	10uM	0.05uM	0.5uM	5uM	10uM	10uM	10uM	1uM	1uM	1uM	1uM	1uM
ABL+ARG	96.2	-2.45	-0.75	-2.8	nan	-38.1	nan	83.8	nan	91.1	nan	-63.6	nan	-28.7	nan	70.4	nan	12.2	39.9	80.6	2.6	-31.1	nan	25.73794561	-12.2	-56.15	95	90
ACK	nan	44.6	4.1	69	nan	-2.4	nan	79.4	nan	30.9	nan	81.4	nan	40.4	nan	87.9	nan	-22.3	0.3	25.4	94	-1	nan	nan	-39.5	-6.4	72.3	-33.4
AGK	nan	-0.8	20.1	nan	5.8	nan	-1.4	nan	-17.8	nan	-18.2	nan	4.6	nan	-18.4	nan	-6.7	-2	2.2	-6.6	-2.5	nan	-1.8	nan	nan	-23.6	nan	nan
AKT1	3.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
AKT2+AKT3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.5	nan	nan	nan	nan	nan	nan	nan
AMPKa1	nan	17.7	13.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.6	2.1	12.9	-12.9	nan	nan	nan	nan	nan	nan	nan
AMPKa1+AMPKa2	8.8	24.2	24.65	19.55	14.3	-25.45	6.9	91.1	92.45	59.2	66.45	-6.1	11.05	-4.8	7.8	88.75	90.9	9.5	-25.6	18.2	22.7	-22.55	15.8	29.49947815	8.3	-28.3	98.2	9.6
AMPKa2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.2	-17.5	5.1	nan	nan	nan	nan	nan	nan	nan	nan
ANPa	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-79.4	nan	nan
ANPb	nan	nan	nan	nan	-15.2	nan	11	nan	-30.6	nan	7.3	nan	-2.3	nan	10	nan	-7	nan	nan	nan	nan	nan	-35.6	nan	nan	nan	nan	nan
ARAF	24	2.9	-11.4	0.3	nan	4.5	nan	-20.3	nan	6.2	nan	-23.1	nan	-15.6	nan	1.1	nan	-15.6	-8.5	9.6	13.7	-2.4	nan	57.4717555	nan	19.1	nan	nan
ATM	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ATR	9.7	80.1	90	2.5	-10.3	-8.9	21.6	-22.3	-16	8.1	3.6	-18	5.4	-5.7	6.1	-2.1	16.8	4.3	-2.85	9.5	-14.5	-80.8	7.4	78.07794049	-76.7	-76.7	98	21.3
AXL	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
AurA	5.1	38.1	18.55	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.6	12.8	1.65	9.3	nan	nan	74.00960491	14.5	75.6	96.9	-1.2
AurA+AurB+AurC	9.6	5.7	4.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.5	nan	nan	nan	nan	nan	nan	nan
AurB	nan	nan	nan	67.9	nan	41.7	nan	97.3	nan	80.4	nan	21.7	nan	9.7	nan	95	nan	21	25.7	9.6	nan	nan	nan	35.98896891	-6	84.8	99	-84.1
BARK1	nan	nan	nan	19.6	nan	-33.3	nan	1.7	nan	4.4	nan	-22.1	nan	9.3	nan	-4.3	nan	-26.5	-27.7	-12.8	nan	9.7	nan	10.63576754	-1	12.4	nan	10.8
BARK1+BARK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
BCKDK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8	3.1	0.1	nan	nan	nan	nan	nan	nan	nan	nan
BLK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99	nan	nan	76.4
BRAF	27.1	12.5	27.85	0.9	nan	15	nan	7.5	nan	4.5	nan	-9	nan	-15.5	nan	-6.9	nan	7.2	35.7	80.1	4.4	-6.5	nan	63.68312741	31	-2	7.6	-17
BTK	nan	nan	nan	-7.8	nan	-35	nan	-35.4	nan	2	nan	-18	nan	-9.2	nan	28.3	nan	nan	nan	nan	nan	-27.4	nan	99	97.85	nan	nan	-27.65
CAMK1D	-5.5	4.8	10.9	5.4	nan	-8.9	nan	10.8	nan	2.2	nan	0.7	nan	-3.6	nan	-29.5	nan	-6.7	1.4	-3.1	3.4	17.4	nan	7.981646566	-20.2	-16.6	75.8	-9.4
CASK	nan	-0.9	29.6	nan	16.1	nan	-9.9	nan	26.8	nan	16	nan	7.6	nan	1.6	nan	22.4	-8.1	-17.6	5.6	1.4	nan	-33.4	13.79525009	nan	16.8	82.6	nan
CDC2	nan	2.7	6.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.6	-0.5	3.4	-3.35	nan	nan	7.249150054	16.6	-13.1	96.9	52.2
CDK10	6.5	-34.8	-33.4	nan	-23.1	nan	14.6	nan	49.2	nan	12.9	nan	-12.2	nan	-8.1	nan	81.3	nan	nan	nan	-17.2	nan	nan	nan	nan	nan	nan	nan
CDK11+CDK8	-2.7	37.4	-0.8	nan	-1.2	nan	16.3	nan	16.6	nan	0.7	nan	6.2	nan	2.8	nan	7.1	-4.7	15.1	36.8	0.6	nan	-14.6	18.2342496	-51.4	-34.8	90.2	52.1
CDK13	14.2	-13.8	-11.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	56.1	nan
CDK14	nan	nan	nan	nan	-1.2	nan	-22.4	nan	-2.9	nan	14.6	nan	-7.8	nan	-6.6	nan	1.1	-3.9	5.55	1.25	nan	nan	3	5.779507948	21.9	7.3	90	94.2
CDK15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CDK16	nan	nan	nan	nan	-37.9	nan	-12.2	nan	4.2	nan	2.7	nan	-7.6	nan	17.9	nan	-11.1	7.3	10.6	18.4	nan	nan	-9.4	nan	nan	53.1	nan	nan
CDK2	-11	10.6	-1.6	2.8	11.9	-4.5	6.3	-11	5.9	6.7	14.8	-15.8	3.3	-18.6	9.2	-11.3	-4.2	1.8	2.2	15.3	-8.7	0.5	-10.5	-8.525927163	-1.6	26.5	98.7	61.5
CDK20	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.2	81.5	nan
CDK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.738395305	nan	2.8	nan	nan
CDK5	-13.8	7.7	6.3	nan	-3.9	nan	0.6	nan	-2.8	nan	34	nan	-21.8	nan	-1	nan	4.5	3	-11.7	10.3	7.1	nan	3.6	-5.292754551	-2.6	2.4	94.6	61.3
CDK5+ PRKX/Y	-12.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CDK6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-24.10699447	nan	31.8	nan	nan
CDK7	23.5	1.8	2.9	8.1	nan	-15.7	nan	45.8	nan	54.2	nan	-2.7	nan	-11.2	nan	62.7	nan	7.1	20.8	12.7	17.4	-6.7	nan	-4.444192192	7.9	6.7	95.3	-0.6
CDK8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CDK9	-19.4	-25.4	-14.9	nan	-13.6	nan	3.3	nan	-34.5	nan	4.2	nan	2.1	nan	-16.1	nan	14.3	12.4	28.3	25.4	-20.4	nan	-9.1	-1.851232927	nan	-17.6	97.9	nan
CHK1	18.15	12.5	11.5	-6.4	nan	-11	nan	27.5	nan	-6	nan	-7.7	nan	1.3	nan	14.9	nan	16.9	21.9	12.4	7.5	8.8	nan	nan	nan	nan	94	nan
CHK2	nan	-4.7	-2.25	14.8	13.5	-20.1	2.2	19	43.35	5.9	20.5	16.4	22.15	-1.4	5.45	17.6	26.3	3.1	6.65	5.4	96.65	-8.3	16.3	75.84872918	-1.2	-29.5	95	-0.4
CK1d+CK1e	nan	18.8	8.1	nan	16.7	nan	14.5	nan	-12.3	nan	-1.7	nan	-12.2	nan	-5.8	nan	11.8	nan	nan	nan	14.3	nan	14.1	nan	nan	-45.8	85.3	nan
CK1g1/2/3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CK2a1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CK2a2	nan	nan	nan	nan	nan	nan	55.4	nan	20.2	nan	31.6	nan	nan	nan	nan	nan	33.4	nan	nan	nan	nan	nan	18.3	nan	nan	nan	nan	nan
CLK1+CLK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CLK2	nan	nan	nan	nan	-22.2	nan	-1	nan	10	nan	20.4	nan	6.2	nan	-15.6	nan	5.8	nan	nan	nan	nan	nan	nan	nan	nan	24.5	95	nan
CLK3	nan	-9.2	10.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.5	nan	nan	25.53508914	nan	28.7	98.4	nan
COT	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CRK7	nan	-8.3	-37.4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-36.2	nan	nan	nan	nan	nan	59.6	nan
CSK	97	-0.1	-1.4	-2.4	-1.9	-8	4	-2	13.9	3.2	-6.1	3	-13.6	-7	-16.1	-14.1	-23.4	3.5	1.9	47.5	7.45	-5.2	-11	7.682513184	25.6	-3.2	92.1	8.2
CaMK1a	nan	nan	nan	20.5	nan	-10.7	nan	4.2	nan	0.8	nan	-11.7	nan	-6.3	nan	-16.8	nan	-11.2	-12.5	-3.3	nan	10.8	nan	-27.71597238	nan	nan	94.5	nan
CaMK2a+CaMK2b+CaMK2d+CaMK2g	nan	nan	nan	nan	61.6	nan	-0.1	nan	42.2	nan	-3.2	nan	49.7	nan	18.5	nan	23.5	-2.8	2.4	-9.3	nan	nan	65.5	nan	-8.8	nan	nan	8.5
CaMK2g	2.5	-7.2	3.2	55.3	63.4	-16.1	-2.6	39.3	47.3	19.9	21	55.2	50.6	2.7	7.2	19.3	33	-3.2	-6.35	8.65	81.1	63.5	64.5	-15.78345401	nan	41.2	87.9	nan
CaMKK2	nan	33.1	2.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	97.2	nan	nan	9.712956785	nan	5.9	nan	nan
DCLK1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-52.5	nan	nan
DGKA	nan	-5.3	-4	11.9	nan	60.9	nan	-1.7	nan	-0.7	nan	-1.9	nan	-25.7	nan	5.9	nan	nan	nan	nan	-32.5	13.2	nan	nan	nan	nan	nan	nan
DGKH	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-83.6	-67	-60.7	nan	nan	nan	nan	nan	4.4	nan	nan
DGKQ	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-60.1	nan	nan
DMPK	nan	nan	nan	-11.2	nan	16.5	nan	-6.6	nan	-5.1	nan	-13.2	nan	-15.7	nan	-4.3	nan	nan	nan	nan	nan	-7.7	nan	nan	nan	nan	nan	nan
DNAPK	18.9	82	99.5	6.4	9.85	-21.2	18.4	46.1	78	29.7	35.65	12.3	17.3	-7.2	5.95	30.5	63.65	9.85	12.55	16.9	-0.65	-23.8	1.1	63.32396172	-20.7	13.65	97.9	34
DYRK1B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
EGFR	-8.3	0.35	14.55	nan	1.4	nan	4.3	nan	-2.5	nan	5.8	nan	-1.5	nan	-4.3	nan	-24	8.1	7.8	-8.1	1.65	nan	-34.6	nan	nan	-86.6	29	nan
EPHA2	66.8	10.4	22.2	nan	-10.2	nan	-6.4	nan	16.1	nan	4.9	nan	-14.35	nan	-6.25	nan	5.3	78.45	91.1	92.65	19.6	nan	-4.2	nan	nan	nan	98	nan
EPHB1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	33.17017737	nan	nan	nan	nan
EPHB2	nan	nan	nan	nan	-17.2	nan	-37.3	nan	43.9	nan	22.4	nan	13.5	nan	10.7	nan	27.3	92	92	92	nan	nan	-4.7	82.85022013	nan	0.5	96	nan
EPHB3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	93.3	nan
EPHB4	-1	6.8	-6.8	nan	-3.9	nan	0.4	nan	26.1	nan	16.2	nan	-2	nan	-3.7	nan	51.7	82.5	94.1	96.1	86	nan	-16.7	nan	nan	nan	95	nan
ERBB2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-22.5	-10.5	-14.1	nan	nan	nan	nan	nan	nan	nan	nan
ERBB3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	47.1	nan
ERBB4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	40.7	nan	nan
ERK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-48	-30.5	-11.5	nan	nan	nan	9.89754818	21.5	11.5	1.5	-17.9
EphA1	nan	nan	nan	nan	-0.5	nan	-1.4	nan	41.9	nan	16.8	nan	9	nan	-9.2	nan	46.7	26	70.3	84.5	nan	nan	-5	nan	nan	nan	97	nan
EphA7	nan	nan	nan	nan	13.1	nan	4.1	nan	11.1	nan	12.3	nan	-22.8	nan	-5.7	nan	-21.4	23.3	-6.7	32	nan	nan	16.2	nan	nan	7	nan	nan
Erk1	0.9	-4	-9.2	-1.1	10.8	-6.6	11.2	-11.9	14.5	4.2	2.9	-17.1	4.5	-20.3	10.8	-16.3	-24.1	-18.05	-10.45	4.5	3.1	7.7	-1.2	8.257189818	-35.7	10.6	1.5	2.2
Erk4	-28.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.4	nan	nan	nan	nan	nan	nan	nan
Erk5	nan	0.9	-26.5	96.8	nan	-8.8	nan	96.5	nan	95.4	nan	96.3	nan	96	nan	97.4	nan	1.4	-14.3	6.8	3	22.6	nan	nan	nan	18	nan	nan
FAK	nan	nan	nan	nan	60	nan	32.6	nan	80.3	nan	34	nan	90.3	nan	54	nan	85.4	-1.6	-6.8	23.8	86.6	nan	90.1	nan	nan	2.9	nan	nan
FAK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-12.2	nan	nan	28.5
FER	33.1	6	12.5	35	25.4	-20.4	5	28.5	51.1	14.6	-8.1	12.4	39.3	-2.2	5.2	30.6	42.4	-5.15	-7.7	3.1	95.1	16.4	43.3	17.35545574	-16.3	-9.1	99.8	-21.4
FES	nan	nan	nan	7.5	nan	-8.4	nan	16.1	nan	2.7	nan	-9.8	nan	-4.8	nan	-2.5	nan	nan	nan	nan	nan	3.1	nan	18.79754204	nan	nan	nan	nan
FGR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	55.9	nan	nan	-1.765630814	54.8	nan	nan	26.8
FRAP1	nan	97.7	98.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-16.9	-17.5	1.3	2.3	nan	nan	80.6131392	0.3	4.9	92.1	-15.1
FRK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.087392973	nan	nan	87	nan
FYN	nan	-4.4	0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
FYN+SRC+YES	74.2	-1.9	53.1	nan	7.2	nan	6.7	nan	66.9	nan	41.6	nan	6.2	nan	8.9	nan	70.5	-3.4	30.9	51.4	18.2	nan	-44.1	62.9318999	7.8	11	83.9	39.2
GCK	nan	9.7	4.4	11.9	nan	-2.7	nan	3.1	nan	10.2	nan	-32.5	nan	-26.2	nan	15	nan	1.5	5.3	15.25	31.8	3.2	nan	-52.47193008	-5.5	9	96.5	26.1
GCN2	nan	nan	nan	8	1.6	-19.7	15.8	-4.9	3.3	-39.6	18.1	-15.2	1.3	-5.2	9.4	-5.1	-12.4	13.3	13.9	15.3	nan	-28.1	-2.4	nan	nan	nan	nan	nan
GCN2_domain2	11.2	16.5	26.6	nan	3.8	nan	2	nan	-4.6	nan	7.1	nan	0	nan	7.6	nan	0.2	-2.15	9.9	3.95	-20.6	nan	-4	45.91026666	nan	-12.9	90.9	nan
GPRK5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-50.6	88.2	nan
GSK3A	12.6	-2.5	-5.1	1.3	nan	-7.2	nan	-3.2	nan	-5.7	nan	-12.2	nan	-8.6	nan	-16.7	nan	6.8	9.7	6.7	2.9	-3.8	nan	12.82982094	0.1	19.8	99	5.4
GSK3B	15.2	-7.4	-9.2	nan	10.1	nan	9.4	nan	27.7	nan	7.2	nan	5.4	nan	6.7	nan	2.9	5.4	8.7	1.7	0.9	nan	-7	-63.22002885	8.9	26.1	99	32.9
HCK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HGK (ZC1)	nan	20.6	33	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	52.3	nan	nan	nan	nan	-85.6	nan	nan
HPK1	nan	nan	nan	0.6	nan	-8	nan	15.9	nan	21.6	nan	-10.1	nan	-2.2	nan	69	nan	nan	nan	nan	nan	-23.2	nan	-3.2162289	-39.4	nan	nan	1.8
IGF1R	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
IKKA	38.5	25.2	10.9	-7.5	nan	-4.4	nan	2.5	nan	-1.7	nan	-9.4	nan	-11.2	nan	-7.3	nan	11.4	19.4	12.3	15	-14.5	nan	10.25359992	nan	12.7	5.2	nan
IKKB	5.1	-1.8	4.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.6	8.8	20.5	8.3	nan	nan	21.13647451	nan	-9.1	-12	nan
IKKE	nan	nan	nan	10.9	nan	-8.5	nan	11.4	nan	0	nan	-34.8	nan	-1.3	nan	14.6	nan	nan	nan	nan	nan	-6.7	nan	43.02362934	9.6	nan	93	-0.9
