#1.3			
39	2	0	0
id	pAkt Response	pERK Response	
MCF7	1295.341456	248.7780028	
SK-BR-3	9605.777339	2432.282503	
MDA-MB-231	1220.421467	282.5517696	
AU565	9270.27264	9577.906868	
BT-20	7807.673161	417.9075586	
BT-474	20964.65525	7930.531771	
BT-483	3073.634174	340.5809391	
BT-549	9861.330045	2391.276372	
CAMA-1	5669.051375	76.84642229	
HCC1395	10245.03756	2294.37206	
HCC1419	27133.97153	22895.17894	
HCC1428	1040.118819	130.2978509	
HCC1569	23615.3983	5170.830982	
HCC1806	8078.734483	6227.605578	
HCC1937	2244.116139	425.3871203	
HCC1954	3110.725716	6504.755255	
HCC202	53701.46667	3469.526834	
HCC38	3216.896449	698.156053	
HCC70	9795.784264	507.3873033	
Hs 578T	3781.622306	4345.24811	
MDA-MB-134-VI	842.221377	1448.510174	
MDA-MB-157	1069.931871	252.4573021	
MDA-MB-175-VII	12647.85478	23381.48218	
MDA-MB-361	1843.57484	250.3522457	
MDA-MB-415	24780.39578	79.85164168	
MDA-MB-436	3886.368856	2360.487221	
MDA-MB-453	6305.091663	2040.424624	
MDA-MB-468	21285.46316	3532.372116	
T47D	5832.766609	976.0462552	
UACC-812	3860.469636	25922.13423	
UACC-893	30574.21341	2073.098393	
ZR-75-1	4070.292891	958.2564436	
ZR-75-30	7103.922796	16872.80829	
184B5	5328.655088	7898.956691	
HCC1187	13956.60916	248.3144238	
HCC1500	1970.601877	3077.164256	
MCF 10A	3403.987723	2233.650112	
MCF 10F	1983.270595	407.4253875	
MCF12A	1970.614922	6473.031434	
