	('10uM Sorafenib 0', 'Concentration: 10uM', 'Small: Sorafenib')	('10uM HG-6-64-01 1', 'Concentration: 10uM', 'Small: HG-6-64-01')	('10uM GW-5074 2', 'Concentration: 10uM', 'Small: GW-5074')	('10uM SB590885 3', 'Concentration: 10uM', 'Small: SB590885')	('10uM PLX-4720 4', 'Concentration: 10uM', 'Small: PLX-4720')	('10uM AZ-628 5', 'Concentration: 10uM', 'Small: AZ-628')	('10uM PLX4032 6', 'Concentration: 10uM', 'Small: PLX4032')	('10uM AZD7762 7', 'Concentration: 10uM', 'Small: AZD7762')	('10uM CP466722 8', 'Concentration: 10uM', 'Small: CP466722')	('10uM CP724714 9', 'Concentration: 10uM', 'Small: CP724714')	('10uM GSK429286A 10', 'Concentration: 10uM', 'Small: GSK429286A')	('10uM GSK461364 11', 'Concentration: 10uM', 'Small: GSK461364')	('10uM GW843682 12', 'Concentration: 10uM', 'Small: GW843682')	('10uM Crizotinib 13', 'Concentration: 10uM', 'Small: Crizotinib')	('10uM BMS345541 14', 'Concentration: 10uM', 'Small: BMS345541')	('10uM WH-4-023 15', 'Concentration: 10uM', 'Small: WH-4-023')	('10uM BX-912 16', 'Concentration: 10uM', 'Small: BX-912')	('10uM AZD-6482 17', 'Concentration: 10uM', 'Small: AZD-6482')	('10uM TAK-715 18', 'Concentration: 10uM', 'Small: TAK-715')	('10uM NU7441 19', 'Concentration: 10uM', 'Small: NU7441')	('10uM KIN001-220 20', 'Concentration: 10uM', 'Small: KIN001-220')	('10uM MLN8054 21', 'Concentration: 10uM', 'Small: MLN8054')	('10uM AZD1152-HQPA 22', 'Concentration: 10uM', 'Small: AZD1152-HQPA')	('10uM PD0332991 23', 'Concentration: 10uM', 'Small: PD0332991')	('10uM JWE-035 24', 'Concentration: 10uM', 'Small: JWE-035')	('10uM ZM-447439 25', 'Concentration: 10uM', 'Small: ZM-447439')	('10uM JNK-9L 26', 'Concentration: 10uM', 'Small: JNK-9L')	('10uM ALW-II-38-3 27', 'Concentration: 10uM', 'Small: ALW-II-38-3')	('10uM ALW-II-49-7 28', 'Concentration: 10uM', 'Small: ALW-II-49-7')	('10uM HG-5-113-01 29', 'Concentration: 10uM', 'Small: HG-5-113-01')	('10uM HG-5-88-01 30', 'Concentration: 10uM', 'Small: HG-5-88-01')	('10uM Neratinib 31', 'Concentration: 10uM', 'Small: Neratinib')	('10uM CGP60474 32', 'Concentration: 10uM', 'Small: CGP60474')	('10uM PD173074 33', 'Concentration: 10uM', 'Small: PD173074')	('10uM WH-4-025 34', 'Concentration: 10uM', 'Small: WH-4-025')	('10uM BI-2536 35', 'Concentration: 10uM', 'Small: BI-2536')	('10uM KIN001-127 36', 'Concentration: 10uM', 'Small: KIN001-127')	('10uM A443654 37', 'Concentration: 10uM', 'Small: A443654')	('10uM GDC-0941 38', 'Concentration: 10uM', 'Small: GDC-0941')	('10uM NPK76-II-72-1 39', 'Concentration: 10uM', 'Small: NPK76-II-72-1')	('10uM QL-X-138 40', 'Concentration: 10uM', 'Small: QL-X-138')	('10uM QL-XI-92 41', 'Concentration: 10uM', 'Small: QL-XI-92')	('10uM Torin1 42', 'Concentration: 10uM', 'Small: Torin1')	('10uM Torin2 43', 'Concentration: 10uM', 'Small: Torin2')	('10uM WZ-4-145 44', 'Concentration: 10uM', 'Small: WZ-4-145')	('10uM WZ-7043 45', 'Concentration: 10uM', 'Small: WZ-7043')	('10uM WZ3105 46', 'Concentration: 10uM', 'Small: WZ3105')	('10uM WZ4002 47', 'Concentration: 10uM', 'Small: WZ4002')	('10uM XMD11-50 48', 'Concentration: 10uM', 'Small: XMD11-50')	('10uM XMD11-85h 49', 'Concentration: 10uM', 'Small: XMD11-85h')	('10uM XMD13-2 50', 'Concentration: 10uM', 'Small: XMD13-2')	('10uM XMD14-99 51', 'Concentration: 10uM', 'Small: XMD14-99')	('10uM XMD15-27 52', 'Concentration: 10uM', 'Small: XMD15-27')	('10uM XMD16-144 53', 'Concentration: 10uM', 'Small: XMD16-144')	('10uM XMD8-85 54', 'Concentration: 10uM', 'Small: XMD8-85')	('10uM XMD8-92 55', 'Concentration: 10uM', 'Small: XMD8-92')	('10uM ZG-10 56', 'Concentration: 10uM', 'Small: ZG-10')	('10uM WYE-125132 57', 'Concentration: 10uM', 'Small: WYE-125132')	('10uM PD0325901 58', 'Concentration: 10uM', 'Small: PD0325901')	('10uM JNK-IN-5A 59', 'Concentration: 10uM', 'Small: JNK-IN-5A')	('10uM CYT387 60', 'Concentration: 10uM', 'Small: CYT387')	('10uM Sigma A6730 61', 'Concentration: 10uM', 'Small: Sigma A6730')	('10uM GSK2126458 62', 'Concentration: 10uM', 'Small: GSK2126458')	('10uM GSK1059615 63', 'Concentration: 10uM', 'Small: GSK1059615')	('10uM AG1478 64', 'Concentration: 10uM', 'Small: AG1478')	('1uM BEZ235 65', 'Concentration: 1uM', 'Small: BEZ235')	('10uM Lapatinib 66', 'Concentration: 10uM', 'Small: Lapatinib')	('10uM JW-7-24-1 67', 'Concentration: 10uM', 'Small: JW-7-24-1')	('1uM NVP-TAE684 68', 'Concentration: 1uM', 'Small: NVP-TAE684')	('1uM R406 69', 'Concentration: 1uM', 'Small: R406')	('10uM SP600125 70', 'Concentration: 10uM', 'Small: SP600125')	('1uM BMS-536924, KIN001-126 71', 'Concentration: 1uM', 'Small: BMS-536924, KIN001-126')	('1uM KIN001-111/A770041 72', 'Concentration: 1uM', 'Small: KIN001-111/A770041')	('10uM CG-930 73', 'Concentration: 10uM', 'Small: CG-930')	('1uM XMD-12 74', 'Concentration: 1uM', 'Small: XMD-12')	('1uM Bosutinib 75', 'Concentration: 1uM', 'Small: Bosutinib')	('10uM KU63794 76', 'Concentration: 10uM', 'Small: KU63794')	('1uM Canertinib 77', 'Concentration: 1uM', 'Small: Canertinib')	('1uM KIN001-123/WZ-1-84 78', 'Concentration: 1uM', 'Small: KIN001-123/WZ-1-84')	('10uM (R)- Roscovitine 79', 'Concentration: 10uM', 'Small: (R)- Roscovitine')	('10uM PHA-793887 80', 'Concentration: 10uM', 'Small: PHA-793887')	('10uM PHA-767491 81', 'Concentration: 10uM', 'Small: PHA-767491')	('10uM BS-181 82', 'Concentration: 10uM', 'Small: BS-181')	('10uM Dinaciclib 83', 'Concentration: 10uM', 'Small: Dinaciclib')	('10uM AZD4547 84', 'Concentration: 10uM', 'Small: AZD4547')	('10uM OTSSP167 85', 'Concentration: 10uM', 'Small: OTSSP167')	('10uM Dabrafenib 86', 'Concentration: 10uM', 'Small: Dabrafenib')	('10uM HG-9-91-01 87', 'Concentration: 10uM', 'Small: HG-9-91-01')	('10uM HG-14-8-02 88', 'Concentration: 10uM', 'Small: HG-14-8-02')	('10uM HG-14-10-04 89', 'Concentration: 10uM', 'Small: HG-14-10-04')	('10uM AZD 5438 90', 'Concentration: 10uM', 'Small: AZD 5438')	('10uM RO-3306 91', 'Concentration: 10uM', 'Small: RO-3306')	('10uM CGP74514A 92', 'Concentration: 10uM', 'Small: CGP74514A')	('1uM 5z-7-oxozeaenol 93', 'Concentration: 1uM', 'Small: 5z-7-oxozeaenol')	('10uM 5z-7-oxozeaenol 94', 'Concentration: 10uM', 'Small: 5z-7-oxozeaenol')	('1uM ZSTK474 95', 'Concentration: 1uM', 'Small: ZSTK474')	('1uM MPS-1-IN-1 96', 'Concentration: 1uM', 'Small: MPS-1-IN-1')	('1uM Ibrutinib 97', 'Concentration: 1uM', 'Small: Ibrutinib')	('1uM TGX221 98', 'Concentration: 1uM', 'Small: TGX221')	('1uM BGJ398 99', 'Concentration: 1uM', 'Small: BGJ398')	('1uM KIN001-021/CGP082996 100', 'Concentration: 1uM', 'Small: KIN001-021/CGP082996')	('10uM Baricitinib 101', 'Concentration: 10uM', 'Small: Baricitinib')	('10uM MRT67307 102', 'Concentration: 10uM', 'Small: MRT67307')
('AAK1 0',)	100.0	26.0	5.2	76.0	84.0	100.0	100.0	1.3	6.9	100.0	70.0	40.0	28.0	21.0	78.0	13.0	3.1	95.0	96.0	87.0	7.0	90.0	38.0	11.0	36.0	94.0	5.4	100.0	100.0	11.0	100.0	68.0	21.0	100.0	100.0	100.0	100.0	1.8	100.0	100.0	18.0	77.0	75.0	71.0	100.0	100.0	45.0	7.0	84.0	100.0	10.0	61.0	11.0	20.0	100.0	100.0	5.2	100.0	100.0	91.0	3.9	100.0	13.0	1.0	18.0	100.0	78.0	100.0	2.8	12.0	2.6	5.7	100.0	100.0	62.0	4.4	93.0	100.0	100.0	100.0	100.0	3.2	100.0	93.0	14.0	2.3	26.0	28.0	14.0	0.25	3.8	7.6	98.0	61.0	13.0	100.0	100.0	92.0	100.0	76.0	100.0	7.6	3.4
('ABL1 1',)																												8.0	100.0	11.0	100.0		100.0	100.0	2.0	100.0	100.0	100.0	100.0	100.0					16.0	100.0		100.0		100.0					100.0	100.0										100.0		12.0	7.3	26.0	100.0	16.0	2.1					100.0	23.0																	100.0	100.0		100.0		100.0		
('ABL1(E255K) 2',)																												18.0	100.0	20.0	100.0		100.0	100.0	7.2	100.0	100.0	100.0	100.0	100.0					100.0	100.0		100.0		100.0					100.0	100.0										100.0		30.0	19.0	100.0	100.0	100.0	5.1					100.0	100.0																	100.0	100.0		100.0		100.0		
('ABL1(E255K)-phosphorylated 3',)	47.0	1.0	54.0	8.6	46.0	3.4	58.0	0.0	0.4	95.0	77.0	55.0	60.0	0.2	87.0	0.3	0.15	94.0	24.0	100.0	6.2	13.0	31.0	44.0	0.1	45.0	75.0					100.0									39.0	86.0	85.0	76.0			70.0		80.0		55.0	90.0	81.0	0.1			29.0	100.0	100.0	100.0	29.0	93.0	54.0	71.0	6.6		100.0							31.0	0.6	0.35	100.0			64.0	46.0	25.0	70.0	95.0	2.0	0.85	14.0	0.55	23.0	0.6	6.3	89.0	2.5	81.0	85.0			65.0		67.0		6.0	19.0
('ABL1(F317I) 4',)																												0.95	13.0	30.0	4.8		100.0			100.0	100.0	100.0	100.0	100.0					100.0	100.0		100.0		100.0					5.0	30.0										100.0		100.0	0.45	100.0	100.0	100.0	1.6																							100.0	100.0		100.0		100.0		
('ABL1(F317I)-nonphosphorylated 5',)	5.6	0.9	70.0	72.0	5.8	7.3	34.0	0.0	3.5	100.0	72.0	92.0	94.0	0.0	100.0	3.3	26.0	94.0	31.0	100.0	100.0	58.0	15.0	75.0	1.2	20.0	95.0					96.0									100.0	12.0	100.0	100.0			90.0		15.0		92.0	100.0	52.0	3.0			77.0	100.0	100.0	100.0	95.0	100.0	100.0	89.0	18.0		100.0							91.0	28.0	9.0	91.0			100.0	100.0	100.0	88.0	85.0	64.0	14.0	30.0	0.1	71.0	0.4	100.0	65.0	35.0	97.0	93.0			30.0		87.0		86.0	100.0
('ABL1(F317I)-phosphorylated 6',)	41.0	19.0	85.0	81.0	43.0	26.0	64.0	4.4	7.1	100.0	75.0	78.0	100.0	13.0	100.0	9.2	7.3	100.0	27.0	99.0	85.0	72.0	39.0	69.0	11.0	55.0	100.0					89.0									86.0	64.0	78.0	90.0			78.0		17.0		100.0	51.0	33.0	4.0			96.0	100.0	100.0	100.0	55.0	91.0	64.0	79.0	26.0		85.0							51.0	7.4	6.4	96.0			100.0	91.0	93.0	77.0	76.0	25.0	3.2	59.0	5.2	29.0	4.2	78.0	60.0	14.0	100.0	96.0			39.0		100.0		63.0	100.0
('ABL1(F317L) 7',)																												1.4	22.0	28.0	12.0		100.0			100.0	100.0	100.0	100.0	100.0					100.0	100.0		100.0		100.0					17.0	100.0										100.0		100.0	0.7	100.0	100.0	100.0	1.8																							100.0	100.0		100.0		100.0		
('ABL1(F317L)-nonphosphorylated 8',)	5.4	0.0	69.0	59.0	7.0	4.6	21.0	0.0	2.6	100.0	73.0	85.0	70.0	0.0	100.0	0.1	11.0	87.0	26.0	100.0	58.0	21.0	5.4	48.0	0.15	7.6	80.0					100.0									88.0	6.2	78.0	99.0			89.0		14.0		96.0	80.0	40.0	0.8			32.0	100.0	100.0	100.0	100.0	100.0	71.0	80.0	6.8		100.0							55.0	20.0	0.0	100.0			100.0	100.0	100.0	96.0	91.0	19.0	94.0	14.0	0.15	89.0	0.0	96.0	69.0	23.0	100.0	95.0			16.0		73.0		74.0	52.0
('ABL1(F317L)-phosphorylated 9',)	36.0	2.2	52.0	37.0	32.0	6.4	46.0	0.0	0.1	100.0	89.0	100.0	61.0	0.0	100.0	1.4	1.2	89.0	27.0	100.0	53.0	70.0	10.0	27.0	0.35	60.0	100.0					72.0									83.0	53.0	100.0	100.0			54.0		0.85		100.0	70.0	27.0	0.8			55.0	96.0	86.0	96.0	89.0	69.0	70.0	60.0	9.2		100.0							30.0	3.3	0.7	72.0			100.0	51.0	92.0	87.0	77.0	8.2	7.3	48.0	4.8	26.0	4.7	55.0	93.0	5.6	100.0	100.0			48.0		96.0		38.0	61.0
('ABL1(H396P) 10',)																												16.0	100.0	10.0	100.0		100.0	100.0	3.6	100.0	100.0	100.0	100.0	100.0					20.0	100.0		100.0		100.0					100.0	100.0										100.0		13.0	6.4	24.0	100.0	19.0	4.6					100.0	100.0																	100.0	100.0		100.0		100.0		
('ABL1(H396P)-nonphosphorylated 11',)	1.1	0.1	24.0	1.3	1.4	0.35	5.6	0.0	0.0	100.0	60.0	60.0	16.0	0.0	100.0	0.0	0.05	61.0	3.0	62.0	6.0	0.15	1.2	13.0	0.0	0.8	19.0					79.0									20.0	14.0	68.0	53.0			24.0		100.0		13.0	99.0	34.0	0.0			15.0	100.0	100.0	100.0	6.2	93.0	55.0	53.0	2.2		100.0							13.0	0.15	0.0	100.0			100.0	66.0	45.0	93.0	80.0	0.05	5.6	0.05	0.0	19.0	0.0	1.0	58.0	0.1	96.0	97.0			12.0		19.0		2.4	3.6
('ABL1(H396P)-phosphorylated 12',)	35.0	0.1	77.0	6.9	53.0	2.6	63.0	0.0	0.2	99.0	94.0	83.0	65.0	0.0	100.0	0.0	0.1	87.0	22.0	100.0	16.0	8.8	44.0	52.0	0.0	45.0	87.0					100.0									60.0	86.0	81.0	84.0			67.0		100.0		44.0	85.0	82.0	0.0			54.0	100.0	100.0	99.0	65.0	78.0	53.0	57.0	0.65		100.0							31.0	2.4	0.0	100.0			99.0	99.0	85.0	88.0	87.0	2.3	0.15	46.0	0.0	63.0	0.2	12.0	96.0	1.8	95.0	93.0			87.0		74.0		21.0	72.0
('ABL1(M351T) 13',)																												11.0	27.0	7.9	100.0		100.0	100.0	1.4	100.0	100.0	100.0	100.0	100.0					16.0	100.0		100.0		100.0					100.0	100.0										100.0		12.0	5.0	23.0	100.0	14.0	4.8					100.0	30.0																	100.0	100.0		100.0		100.0		
('ABL1(M351T)-phosphorylated 14',)	21.0	2.2	77.0	11.0	46.0	3.3	55.0	0.0	1.2	100.0	82.0	93.0	81.0	1.6	100.0	1.3	0.5	94.0	22.0	100.0	19.0	8.6	39.0	76.0	0.65	32.0	69.0					100.0									64.0	51.0	100.0	100.0			71.0		94.0		57.0	84.0	82.0	0.75			29.0	100.0	94.0	98.0	66.0	78.0	61.0	56.0	1.4		100.0							38.0	3.0	0.9	100.0			99.0	95.0	92.0	100.0	100.0	2.3	1.2	59.0	0.7	73.0	0.65	18.0	72.0	3.8	84.0	100.0			74.0		81.0		20.0	38.0
('ABL1(Q252H) 15',)																												13.0	100.0	11.0	100.0		100.0	100.0	1.8	100.0	100.0	100.0	100.0	100.0					14.0	100.0		100.0		100.0					100.0	100.0										100.0		18.0	2.2	30.0	100.0	22.0	2.6					100.0	19.0																	100.0	100.0		100.0		100.0		
