	('logFC 0',)	('logCPM 1',)	('PValue 2',)
('0 0', 'Cell: A', 'Condition2: TRS', 'Gene: RGS5')	0.943013735497	6.37944245703	1.69856381468e-16
('1 1', 'Cell: A', 'Condition2: TRS', 'Gene: TRIB3')	0.875401769831	4.72999334667	1.77456338761e-06
('2 2', 'Cell: A', 'Condition2: TRS', 'Gene: FABP4')	-1.25573050436	5.18046302554	2.43272424345e-06
('3 3', 'Cell: A', 'Condition2: TRS', 'Gene: GADD45B')	0.925412718549	4.0759228066	2.59635249307e-06
('4 4', 'Cell: A', 'Condition2: TRS', 'Gene: SREBF1')	1.83972661969	1.88853815298	1.50257965979e-05
('5 5', 'Cell: A', 'Condition2: TRS', 'Gene: SLN')	0.655985777359	5.75072656107	1.92770488403e-05
('6 6', 'Cell: A', 'Condition2: TRS', 'Gene: PTX3')	0.61755986	6.97246511307	2.27663918032e-05
('7 7', 'Cell: A', 'Condition2: TRS', 'Gene: BRPF1')	-2.2693540769	2.50207834321	3.75403932821e-05
('8 8', 'Cell: A', 'Condition2: TRS', 'Gene: ACTA2')	0.343495127618	12.3836573168	7.56887645867e-05
('9 9', 'Cell: A', 'Condition2: TRS', 'Gene: ERV3-1')	-0.938213781076	4.25426644753	8.43977091486e-05
('10 10', 'Cell: A', 'Condition2: TRS', 'Gene: KLF6')	0.568185029778	5.28619174543	0.000103281847824
('11 11', 'Cell: A', 'Condition2: TRS', 'Gene: C6orf211')	0.603885314052	5.03921057253	0.000106275205861
('12 12', 'Cell: A', 'Condition2: TRS', 'Gene: OMD')	1.00139329906	3.93268812051	0.000196156005001
('13 13', 'Cell: A', 'Condition2: TRS', 'Gene: NPL')	1.65831395633	1.94238502948	0.000198002057459
('14 14', 'Cell: A', 'Condition2: TRS', 'Gene: PPRC1')	-1.24553456877	3.3189598053	0.000233893594058
('15 15', 'Cell: A', 'Condition2: TRS', 'Gene: ASPN')	0.458448122028	7.36336685029	0.000236877932981
('16 16', 'Cell: A', 'Condition2: TRS', 'Gene: LOC646762')	-1.09693612015	3.59720349355	0.000260251720503
('17 17', 'Cell: A', 'Condition2: TRS', 'Gene: MBTPS2')	-0.819750217876	4.03801172136	0.00026571528815
('18 18', 'Cell: A', 'Condition2: TRS', 'Gene: MDK')	0.849302112381	3.45902313897	0.000323082692466
('19 19', 'Cell: A', 'Condition2: TRS', 'Gene: DHRS3')	-0.589092171381	6.70069552343	0.000369608246259
('20 20', 'Cell: A', 'Condition2: TRS', 'Gene: MAP1B')	0.287604068919	8.60992285238	0.000431788446525
('21 21', 'Cell: A', 'Condition2: TRS', 'Gene: HERPUD1')	0.388267354834	6.63214199672	0.000446358673786
('22 22', 'Cell: A', 'Condition2: TRS', 'Gene: TNFAIP6')	0.438704017959	7.67595762541	0.000495468221844
('23 23', 'Cell: A', 'Condition2: TRS', 'Gene: MAZ')	0.733459885325	3.72055984766	0.000514426830018
('24 24', 'Cell: A', 'Condition2: TRS', 'Gene: ADAM21')	-2.95692559846	1.74683499946	0.00053802583834
('25 25', 'Cell: A', 'Condition2: TRS', 'Gene: LOC100134229')	1.75087811096	1.73846458741	0.000603907936481
('26 26', 'Cell: A', 'Condition2: TRS', 'Gene: RGS4')	0.39886143124	6.30765609135	0.000615884097893
('27 27', 'Cell: A', 'Condition2: TRS', 'Gene: INHBA')	0.332228538915	7.82629503965	0.000621275893746
('28 28', 'Cell: A', 'Condition2: TRS', 'Gene: HILPDA')	-0.474498990352	6.13084173594	0.000637906171242
('29 29', 'Cell: A', 'Condition2: TRS', 'Gene: DIO2')	1.34332028636	2.18571190923	0.00065006773554
('30 30', 'Cell: A', 'Condition2: TRS', 'Gene: AJUBA')	0.657826971675	4.02523686304	0.000659029246918
('31 31', 'Cell: A', 'Condition2: TRS', 'Gene: NDC80')	1.65037138366	1.76238740442	0.000717444577467
('32 32', 'Cell: A', 'Condition2: TRS', 'Gene: SDPR')	0.310968382622	8.21571506715	0.00076749893942
('33 33', 'Cell: A', 'Condition2: TRS', 'Gene: JDP2')	0.780635230927	3.61206289419	0.000778362311218
('34 34', 'Cell: A', 'Condition2: TRS', 'Gene: CLK1')	-0.559786275313	5.02343874012	0.000835592223884
('35 35', 'Cell: A', 'Condition2: TRS', 'Gene: FIBIN')	0.570362234027	4.67410196648	0.000917041952503
('36 36', 'Cell: A', 'Condition2: TRS', 'Gene: PPP1R14A')	0.680946807891	4.1709283293	0.000968356610665
('37 37', 'Cell: A', 'Condition2: TRS', 'Gene: SAA1')	-1.83703753421	2.80333257163	0.000982357937849
('38 38', 'Cell: A', 'Condition2: TRS', 'Gene: RBM5')	0.483248679847	5.01301057731	0.00106469169951
('39 39', 'Cell: A', 'Condition2: TRS', 'Gene: LOC643401')	-0.762991100303	4.42123060936	0.00107332400681
('40 40', 'Cell: A', 'Condition2: TRS+URS', 'Gene: HMCN1')	1.10497476886	6.00033478815	1.27693975368e-14
('41 41', 'Cell: A', 'Condition2: TRS+URS', 'Gene: MYH11')	1.70240042957	3.95797783574	9.60148899267e-13
('42 42', 'Cell: A', 'Condition2: TRS+URS', 'Gene: COL4A1')	0.812595695959	8.61235982151	2.96199547844e-12
('43 43', 'Cell: A', 'Condition2: TRS+URS', 'Gene: MACF1')	0.810360273078	7.29651009876	2.79559287622e-10
('44 44', 'Cell: A', 'Condition2: TRS+URS', 'Gene: CCL2')	-1.19363249901	7.56962234349	4.98978750429e-10
('45 45', 'Cell: A', 'Condition2: TRS+URS', 'Gene: FAM162A')	-0.804365940213	8.52590101449	3.84459591285e-09
('46 46', 'Cell: A', 'Condition2: TRS+URS', 'Gene: LOC645638')	-1.0087298028	6.30867566817	4.4328094008e-09
('47 47', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SAT1')	-0.777908477147	7.90928237061	6.49961943935e-09
('48 48', 'Cell: A', 'Condition2: TRS+URS', 'Gene: PGK1')	-0.728851258308	9.78655993349	2.62046862794e-08
('49 49', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SEC61G')	-0.676207206661	10.1238693754	2.7975920769e-08
('50 50', 'Cell: A', 'Condition2: TRS+URS', 'Gene: MMP16')	1.38245817168	3.80696389441	3.58160528839e-08
('51 51', 'Cell: A', 'Condition2: TRS+URS', 'Gene: CCL11')	-0.814230451098	6.4078859012	4.38112719046e-08
('52 52', 'Cell: A', 'Condition2: TRS+URS', 'Gene: HSPB11')	-0.932645468802	5.98141065563	5.28466212396e-08
('53 53', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SH3BGRL3')	-0.637522936294	9.52730892051	6.23945652533e-08
('54 54', 'Cell: A', 'Condition2: TRS+URS', 'Gene: TMSB10')	-0.628157264936	12.6661287823	8.23438538927e-08
('55 55', 'Cell: A', 'Condition2: TRS+URS', 'Gene: DMD')	0.866207409698	5.24051008135	8.52741338714e-08
('56 56', 'Cell: A', 'Condition2: TRS+URS', 'Gene: NME1')	-0.667244661424	7.67124681217	1.1375029836e-07
('57 57', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SLC7A11')	0.982791370816	5.16130209659	1.35304858381e-07
('58 58', 'Cell: A', 'Condition2: TRS+URS', 'Gene: NPC2')	-0.696956896514	9.55182227219	1.52764777168e-07
('59 59', 'Cell: A', 'Condition2: TRS+URS', 'Gene: FAM229B')	-0.758077426619	6.9827243657	1.74899025052e-07
('60 60', 'Cell: A', 'Condition2: TRS+URS', 'Gene: AKT3')	0.889172090489	5.31883740143	1.88177661109e-07
('61 61', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SESN2')	1.22679303663	4.02125950229	1.97047163924e-07
('62 62', 'Cell: A', 'Condition2: TRS+URS', 'Gene: SEMA5A')	0.710139350945	6.11016049313	2.26729707547e-07
('63 63', 'Cell: A', 'Condition2: TRS+URS', 'Gene: P4HA2')	-0.655858533318	9.19289081418	2.37090877815e-07
('64 64', 'Cell: A', 'Condition2: TRS+URS', 'Gene: HNMT')	-0.811658934715	6.64956443489	2.41491419762e-07
('65 65', 'Cell: A', 'Condition2: TRS+URS', 'Gene: DST')	0.60693518077	7.73063285062	2.43388115236e-07
('66 66', 'Cell: A', 'Condition2: TRS+URS', 'Gene: DLC1')	0.816730061753	5.74797704822	2.81228668444e-07
('67 67', 'Cell: A', 'Condition2: TRS+URS', 'Gene: CTGF')	0.565503837522	9.81826178421	3.1737431474e-07
('68 68', 'Cell: A', 'Condition2: TRS+URS', 'Gene: ARL1')	-0.6510401003	7.71247235923	3.30888693903e-07
('69 69', 'Cell: A', 'Condition2: TRS+URS', 'Gene: PELO')	-0.759220187883	6.43612375567	3.51200756029e-07
('70 70', 'Cell: A', 'Condition2: TRS+URS', 'Gene: MIR143HG')	0.908699429942	5.17373818777	3.54887505897e-07
('71 71', 'Cell: A', 'Condition2: TRS+URS', 'Gene: POSTN')	0.984087166134	6.14722878245	3.5690697455e-07
('72 72', 'Cell: A', 'Condition2: TRS+URS', 'Gene: EDNRA')	1.50918170807	2.96285139288	3.57565229221e-07
('73 73', 'Cell: A', 'Condition2: TRS+URS', 'Gene: BACE1')	0.893622386394	4.93831425659	3.92190845249e-07
('74 74', 'Cell: A', 'Condition2: TRS+URS', 'Gene: IL32')	-1.5192511239	4.48456775876	3.9512325464e-07
('75 75', 'Cell: A', 'Condition2: TRS+URS', 'Gene: GALNT10')	0.801116577651	5.52279754602	4.46340105956e-07
('76 76', 'Cell: A', 'Condition2: TRS+URS', 'Gene: ANXA1')	-0.599907146029	10.5136124543	4.52786140615e-07
('77 77', 'Cell: A', 'Condition2: TRS+URS', 'Gene: MRPL14')	-0.751621708775	6.56531241	4.6324429191e-07
('78 78', 'Cell: A', 'Condition2: TRS+URS', 'Gene: TIMP1')	-0.614709038952	12.6463409778	4.69823015192e-07
('79 79', 'Cell: A', 'Condition2: TRS+URS', 'Gene: FAM129A')	0.603434415385	7.08907907945	4.927087746e-07
('80 80', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LEP')	0.626247246466	5.39409421369	3.0181664825e-05
('81 81', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: FAM135A')	1.59379573192	1.91983322126	0.000352339364813
('82 82', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: ZNF449')	1.16779729034	2.77915696018	0.000415169851256
('83 83', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: DCTN2')	-0.764016890381	4.59117984622	0.000496048688845
('84 84', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: SLC20A1')	0.465841123755	6.12103281246	0.000530645988575
('85 85', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: CHORDC1')	0.676868268285	4.48478481054	0.000598661520972
('86 86', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: CCL2')	-0.537692910299	7.60156187975	0.000734344705332
('87 87', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LGR4')	0.634726589545	4.84521266808	0.000744511260329
('88 88', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: JAG1')	0.556908935873	4.93218947314	0.000802506618119
('89 89', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: ANKRD27')	1.17912651417	2.57432241702	0.000861013836812
('90 90', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: BDH2')	-0.535822731207	5.94361799856	0.000949135290989
('91 91', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: MAP3K6')	1.98317285209	1.61365705338	0.00107097374625
('92 92', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LANCL2')	0.677546861989	4.3114287437	0.0010869013754
('93 93', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LINC00672')	-1.87209803703	2.56265125421	0.00112244294778
('94 94', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: CDC34')	1.3303742465	2.11001093739	0.00158682942374
('95 95', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LTA4H')	-0.406205764196	7.04020701069	0.00160255252244
('96 96', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: DUSP10')	0.759754863866	3.73475215572	0.00170442073522
('97 97', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: UBAC1')	-1.28538220184	3.07926013428	0.00171952750261
('98 98', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: C9orf69')	1.22195284942	2.36664332119	0.00177296013242
('99 99', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: F5')	1.43656389121	1.87994652072	0.00179709407524
('100 100', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: AHCY')	-0.436566871543	6.16738755078	0.00181366768815
('101 101', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: MMP1')	-1.43848267067	3.09556670221	0.00183263088935
('102 102', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PRUNE2')	0.74596069734	3.64702461254	0.00189694681707
('103 103', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PPP4R1')	0.643761788639	4.14583273253	0.00200544126223
('104 104', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PDHA1')	-0.463961920714	5.84936312149	0.00214411186511
('105 105', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PRR26')	2.06310120744	1.32594722933	0.00241163812464
('106 106', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: MDK')	0.821482998276	3.38156872297	0.00257832988362
('107 107', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PPP2R5E')	0.746979188133	3.51984425867	0.00259772582286
('108 108', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: DDIT3')	0.570797620313	7.78451411951	0.00270039226159
('109 109', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: ALDH2')	-0.684265679609	4.53151157175	0.00284026248252
('110 110', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: MYLK')	0.432630041188	5.51949625086	0.00284985452516
('111 111', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: LINC00574')	-1.76380220308	2.48108442835	0.00285415652398
('112 112', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: NDRG3')	-0.597681489211	4.85713189757	0.00290134652978
